res_id,name,establishment,url,address,city,city_id,locality,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,timings,average_cost_for_two,price_range,currency,highlights,aggregate_rating,rating_text,votes,photo_count,opentable_support,delivery,takeaway,cui1,cui2,cui3,cui4,cui5,cui6,cui7,cui8
18157416,Masala House,['Casual Dining'],https://www.zomato.com/ncr/masala-house-sunder-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, Sunder Nagar, New Delhi",New Delhi,1,Sunder Nagar,28.602401500000003,77.24106850000001,110003,1,"Sunder Nagar, New Delhi",North Indian,"12noon Ã¢ÂÂ 5pm, 6:30pm Ã¢ÂÂ 11:30pm (Mon-Sun)",1800,3,Rs.,"['Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Debit Card', 'Lunch', 'Delivery', 'Wifi', 'Indoor Seating', 'Fullbar', 'Air Conditioned', 'Table booking recommended', 'Smoking Area', 'Digital Payments Accepted']",4.5,Excellent,1128,2692,0,1,-1,North Indian,,,,,,,
18587243,The Bing's,[],https://www.zomato.com/ncr/the-bings-greater-kailash-gk-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Savitri Cinemas, Greater Kailash 2 (GK2), New Delhi",New Delhi,1,Greater Kailash 2 (GK2),28.54105575,77.23990828,,1,"Greater Kailash 2 (GK2), New Delhi","Italian, Fast Food, Pizza, Burger",3pm Ã¢ÂÂ 4am (Mon-Sun),900,2,Rs.,"['Cash', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery']",4.6,Excellent,1212,653,0,1,-1,Italian, Fast Food, Pizza, Burger,,,,
18486844,Phonebooth Express,[],https://www.zomato.com/ncr/phonebooth-express-delhi-university-gtb-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Delhi University-GTB Nagar, New Delhi",New Delhi,1,Delhi University-GTB Nagar,28.69425929,77.20465735,,1,"Delhi University-GTB Nagar, New Delhi","North Indian, Italian, Chinese, Mexican",12Noon to 1AM (Mon-Sun),800,2,Rs.,"['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash']",4.5,Excellent,776,852,0,1,-1,North Indian, Italian, Chinese, Mexican,,,,
18441775,Jom Jom Malay,['Casual Dining'],https://www.zomato.com/ncr/jom-jom-malay-khel-gaon-marg-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"BG 04, Ansal Plaza, Andrews Ganj, Khel Gaon Marg, New Delhi",New Delhi,1,"Ansal Plaza Mall, Khel Gaon Marg",28.562931300000002,77.22262540000001,,1,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Asian, Malaysian",12noon Ã¢ÂÂ 12midnight (Mon-Sun),1800,3,Rs.,"['Dinner', 'Mall Parking', 'Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Serves Cocktails', 'Table booking recommended', 'Smoking Area', 'Gastro Pub', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Fullbar']",4.4,Very Good,850,1414,0,1,-1,Asian, Malaysian,,,,,,
18537396,Hyper Local,['Casual Dining'],https://www.zomato.com/ncr/hyper-local-sda-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C 5, SDA Market, SDA, New Delhi",New Delhi,1,"SDA Market, SDA",28.546662599999998,77.19687592,,1,"SDA Market, SDA, New Delhi","Continental, North Indian, Chinese",12 Noon to 12 Midnight,1500,3,Rs.,"['Dinner', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Live Music', 'Rooftop', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Wifi']",3.9,Good,798,1090,0,-1,-1,Continental, North Indian, Chinese,,,,,
18671240,The Immigrant Cafe,['Casual Dining'],https://www.zomato.com/ncr/the-immigrant-cafe-khan-market-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"29, First Floor, Khan Market, New Delhi",New Delhi,1,Khan Market,28.60009545,77.22798821,,1,"Khan Market, New Delhi","Modern Indian, Mexican, Lebanese, Italian",12Noon to 12:30AM (Mon-Sun),1600,3,Rs.,"['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'DJ', 'Live Sports Screening', 'Fullbar', 'Serves Cocktails', 'Digital Payments Accepted', 'Resto Bar', 'Smoking Area', 'Live Entertainment', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned']",4.1,Very Good,666,401,0,-1,-1,Modern Indian, Mexican, Lebanese, Italian,,,,
18863766,The Art House Bar n Cafe,['CafÃÂ©'],https://www.zomato.com/ncr/the-art-house-bar-n-cafe-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"N 35, Ground Floor, Connaught Circus, Block N, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.62991083,77.2212334,,1,"Connaught Place, New Delhi","Cafe, Continental",11 AM to 12 Midnight,1200,3,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Fullbar', 'Table booking recommended', 'Air Conditioned']",4.2,Very Good,472,466,0,-1,-1,Cafe, Continental,,,,,,
18665760,Kiara Soul Kitchen,['Casual Dining'],https://www.zomato.com/ncr/kiara-soul-kitchen-greater-kailash-gk-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"M 30, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",New Delhi,1,Greater Kailash 2 (GK2),28.53309308,77.24173453,,1,"Greater Kailash 2 (GK2), New Delhi","Asian, North Indian","12:30pm Ã¢ÂÂ 3:30pm, 7pm Ã¢ÂÂ 11pm (Mon-Sat),12:30pm Ã¢ÂÂ 4pm, 7pm Ã¢ÂÂ 11pm (Sun)",2600,4,Rs.,"['Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Delivery', 'Live Sports Screening', 'Indoor Seating', 'Pure Veg', 'Fullbar', 'Table booking recommended']",4.4,Very Good,489,1090,0,1,-1,Asian, North Indian,,,,,,
18790624,Unlimited - The Break Free Bar,['Casual Dining'],https://www.zomato.com/ncr/unlimited-the-break-free-bar-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"K-41, Level 1, Opposite PVR Plaza, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63520603,77.21996304,,1,"Connaught Place, New Delhi","North Indian, Continental, Chinese, Italian, Mexican",12noon Ã¢ÂÂ 1am (Mon-Sun),1200,3,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'DJ', 'Live Sports Screening', 'Wine', 'Live Music', 'Serves Cocktails', 'Table booking recommended', 'Wifi', 'Live Entertainment', 'Fullbar', 'Beer', 'Indoor Seating', 'Air Conditioned', 'Smoking Area']",4.1,Very Good,330,914,0,-1,-1,North Indian, Continental, Chinese, Italian, Mexican,,,
18974058,Qbic Cafe,['Casual Dining'],https://www.zomato.com/ncr/qbic-cafe-east-patel-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/6 Main Patel Road, Pillar 178 East Patel Nagar, New Delhi",New Delhi,1,East Patel Nagar,28.64452714,77.17055742,,1,"East Patel Nagar, New Delhi","Chinese, North Indian, Continental, Italian, Mexican",11 AM to 12 Midnight,1600,3,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Digital Payments Accepted', 'Valet Parking Available', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Live Music']",4.4,Very Good,264,706,0,1,-1,Chinese, North Indian, Continental, Italian, Mexican,,,
18861942,The Finch,['Casual Dining'],https://www.zomato.com/ncr/the-finch-greater-kailash-gk-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"M 80, M Block Market, Greater Kailash 2, New Delhi",New Delhi,1,Greater Kailash 2 (GK2),28.53244477,77.24285904,110048,1,"Greater Kailash 2 (GK2), New Delhi","Continental, Modern Indian, Italian",12 Noon to 1 AM,2000,4,Rs.,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dance Floor', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Private Dining Area Available', 'Wifi', 'Live Entertainment', 'Nightlife', 'Gastro Pub', 'Table booking recommended', 'Smoking Area']",4.6,Excellent,355,215,0,1,-1,Continental, Modern Indian, Italian,,,,,
